Provincia,Canton,Parroquia,Femenino,Masculino,Textbox17,Textbox6,Textbox7,Textbox18,id
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,303,284,587,"360,463","347,776","708,239",1
AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DEL PIJILI,0,0,0,"360,463","347,776","708,239",2
AZUAY,CHORDELEG,CHORDELEG,302,321,623,"360,463","347,776","708,239",3
AZUAY,CHORDELEG,LA UNION,0,0,0,"360,463","347,776","708,239",4
AZUAY,CHORDELEG,LUIS GALARZA ORELLANA,0,0,0,"360,463","347,776","708,239",5
AZUAY,CHORDELEG,PRINCIPAL,20,25,45,"360,463","347,776","708,239",6
AZUAY,CHORDELEG,SAN MARTIN DE PUZHIO,0,0,0,"360,463","347,776","708,239",7
AZUAY,CUENCA,BA¥OS,403,"1,013","1,416","360,463","347,776","708,239",8
AZUAY,CUENCA,BELLAVISTA,347,585,932,"360,463","347,776","708,239",9
AZUAY,CUENCA,CA¥ARIBAMBA,693,822,"1,515","360,463","347,776","708,239",10
AZUAY,CUENCA,CHAUCHA,19,24,43,"360,463","347,776","708,239",11
AZUAY,CUENCA,CHECA (JIDCAY),42,52,94,"360,463","347,776","708,239",12
AZUAY,CUENCA,CHIQUINTAD,122,179,301,"360,463","347,776","708,239",13
AZUAY,CUENCA,CUMBE,145,165,310,"360,463","347,776","708,239",14
AZUAY,CUENCA,EL BATAN,207,169,376,"360,463","347,776","708,239",15
AZUAY,CUENCA,EL SAGRARIO,"1,223","1,163","2,386","360,463","347,776","708,239",16
AZUAY,CUENCA,EL VECINO,966,"1,091","2,057","360,463","347,776","708,239",17
AZUAY,CUENCA,GIL RAMIREZ DAVALOS,955,989,"1,944","360,463","347,776","708,239",18
AZUAY,CUENCA,HERMANO MIGUEL,83,79,162,"360,463","347,776","708,239",19
AZUAY,CUENCA,HUAYNACAPAC,781,"1,495","2,276","360,463","347,776","708,239",20
AZUAY,CUENCA,LLACAO,46,31,77,"360,463","347,776","708,239",21
AZUAY,CUENCA,MACHANGARA,68,214,282,"360,463","347,776","708,239",22
AZUAY,CUENCA,MOLLETURO,106,97,203,"360,463","347,776","708,239",23
AZUAY,CUENCA,MONAY,"1,684",324,"2,008","360,463","347,776","708,239",24
AZUAY,CUENCA,NULTI,133,143,276,"360,463","347,776","708,239",25
AZUAY,CUENCA,OCTAVIO CORDERO PALACIOS (SANTA ROSA),18,20,38,"360,463","347,776","708,239",26
AZUAY,CUENCA,PACCHA,62,57,119,"360,463","347,776","708,239",27
AZUAY,CUENCA,QUINGEO,48,48,96,"360,463","347,776","708,239",28
AZUAY,CUENCA,RICAURTE,631,575,"1,206","360,463","347,776","708,239",29
AZUAY,CUENCA,SAN BLAS,133,231,364,"360,463","347,776","708,239",30
AZUAY,CUENCA,SAN JOAQUIN,90,86,176,"360,463","347,776","708,239",31
AZUAY,CUENCA,SAN SEBASTIAN,"2,157",647,"2,804","360,463","347,776","708,239",32
AZUAY,CUENCA,SANT ANA,75,122,197,"360,463","347,776","708,239",33
AZUAY,CUENCA,SAYAUSI,140,188,328,"360,463","347,776","708,239",34
AZUAY,CUENCA,SIDCAY,0,0,0,"360,463","347,776","708,239",35
AZUAY,CUENCA,SININCAY,22,56,78,"360,463","347,776","708,239",36
AZUAY,CUENCA,SUCRE,"1,428","2,013","3,441","360,463","347,776","708,239",37
AZUAY,CUENCA,TARQUI,47,118,165,"360,463","347,776","708,239",38
AZUAY,CUENCA,TOTORACOCHA,"1,469",264,"1,733","360,463","347,776","708,239",39
AZUAY,CUENCA,TURI,105,127,232,"360,463","347,776","708,239",40
AZUAY,CUENCA,VALLE,160,626,786,"360,463","347,776","708,239",41
AZUAY,CUENCA,VICTORIA DEL PORTETE (IRQUIS),23,26,49,"360,463","347,776","708,239",42
AZUAY,CUENCA,YANUNCAY,753,"1,788","2,541","360,463","347,776","708,239",43
AZUAY,EL PAN,EL PAN,33,41,74,"360,463","347,776","708,239",44
AZUAY,EL PAN,SAN VICENTE,0,0,0,"360,463","347,776","708,239",45
AZUAY,GIRON,ASUNCION,44,59,103,"360,463","347,776","708,239",46
AZUAY,GIRON,GIRON,215,161,376,"360,463","347,776","708,239",47
AZUAY,GIRON,SAN GERARDO,0,0,0,"360,463","347,776","708,239",48
AZUAY,GUACHAPALA,GUACHAPALA,52,74,126,"360,463","347,776","708,239",49
AZUAY,GUALACEO,DANIEL CORDOVA TORAL (EL ORIENTE),0,0,0,"360,463","347,776","708,239",50
AZUAY,GUALACEO,GUALACEO,793,774,"1,567","360,463","347,776","708,239",51
AZUAY,GUALACEO,JADAN,65,66,131,"360,463","347,776","708,239",52
AZUAY,GUALACEO,LUIS CORDERO VEGA,0,0,0,"360,463","347,776","708,239",53
AZUAY,GUALACEO,MARIANO MORENO,37,27,64,"360,463","347,776","708,239",54
AZUAY,GUALACEO,REMIGIO CRESPO TORAL (GULAG),0,0,0,"360,463","347,776","708,239",55
AZUAY,GUALACEO,SAN JUAN,32,41,73,"360,463","347,776","708,239",56
AZUAY,GUALACEO,SIMON BOLIVAR (CAB.EN GA¥ANZOL),0,0,0,"360,463","347,776","708,239",57
AZUAY,GUALACEO,ZHIDMAD,23,28,51,"360,463","347,776","708,239",58
AZUAY,NABON,COCHAPATA,27,34,61,"360,463","347,776","708,239",59
AZUAY,NABON,EL PROGRESO,13,18,31,"360,463","347,776","708,239",60
AZUAY,NABON,LAS NIEVES (CHAYA),33,36,69,"360,463","347,776","708,239",61
AZUAY,NABON,NABON,119,132,251,"360,463","347,776","708,239",62
AZUAY,O¥A,SAN FELIPE DE O¥A,30,32,62,"360,463","347,776","708,239",63
AZUAY,O¥A,SUSUDEL,22,21,43,"360,463","347,776","708,239",64
AZUAY,PAUTE,BULAN (JOSE VICTOR IZQUIERDO),0,0,0,"360,463","347,776","708,239",65
AZUAY,PAUTE,CHICAN (GUILLERMO ORTEGA),86,161,247,"360,463","347,776","708,239",66
AZUAY,PAUTE,DUG DUG,0,0,0,"360,463","347,776","708,239",67
AZUAY,PAUTE,EL CABO,17,17,34,"360,463","347,776","708,239",68
AZUAY,PAUTE,GUARAINAG,20,22,42,"360,463","347,776","708,239",69
AZUAY,PAUTE,PAUTE,607,474,"1,081","360,463","347,776","708,239",70
AZUAY,PAUTE,SAN CRISTOBAL (CARLOS ORDO¥EZ LAZO),0,0,0,"360,463","347,776","708,239",71
AZUAY,PAUTE,TOMEBAMBA,0,0,0,"360,463","347,776","708,239",72
AZUAY,PUCARA,PUCARA,74,77,151,"360,463","347,776","708,239",73
AZUAY,PUCARA,SAN RAFAEL DE SHARUG,24,32,56,"360,463","347,776","708,239",74
AZUAY,SAN FERNANDO,CHUMBLIN,0,0,0,"360,463","347,776","708,239",75
AZUAY,SAN FERNANDO,SAN FERNANDO,91,80,171,"360,463","347,776","708,239",76
AZUAY,SANTA ISABEL,ABDON CALDERON (LA UNION),40,45,85,"360,463","347,776","708,239",77
